,Group number,L2 Group,L1 Group,Country,Longitude,Latitude,Reef area,Cell number
1905,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.74486541748047,2560510,25625
1906,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.74486541748047,793461,25626
1907,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.74486541748047,166262,25627
1908,100,St Brandon,Outer Islands,Mauritius,59.560001373291016,-16.7257137298584,1613007,25628
1909,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.7257137298584,3552428,25629
1910,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.7257137298584,3227565,25630
1911,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.7257137298584,1673109,25631
1912,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.7257137298584,894787,25632
1913,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.7257137298584,217882,25633
1914,100,St Brandon,Outer Islands,Mauritius,59.560001373291016,-16.706560134887695,496688,25634
1915,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.706560134887695,1501193,25635
1916,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.706560134887695,488662,25636
1917,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.706560134887695,2651165,25637
1918,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.706560134887695,2513084,25638
1919,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.706560134887695,857577,25639
1920,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.706560134887695,180945,25640
1921,100,St Brandon,Outer Islands,Mauritius,59.5,-16.68740463256836,6931,25641
1922,100,St Brandon,Outer Islands,Mauritius,59.52000045776367,-16.68740463256836,396730,25642
1923,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.68740463256836,179121,25643
1924,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.68740463256836,2936811,25644
1925,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.68740463256836,1545608,25645
1926,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.68740463256836,977052,25646
1927,100,St Brandon,Outer Islands,Mauritius,59.5,-16.66824722290039,182,25647
1928,100,St Brandon,Outer Islands,Mauritius,59.52000045776367,-16.66824722290039,51073,25648
1929,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.66824722290039,441328,25649
1930,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.66824722290039,3602133,25650
1931,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.66824722290039,1222569,25651
1932,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.66824722290039,694233,25652
1933,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.64908790588379,2917020,25653
1934,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.64908790588379,2940186,25654
1935,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.64908790588379,833043,25655
1936,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.629924774169922,457745,25656
1937,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.629924774169922,3461773,25657
1938,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.629924774169922,841799,25658
1939,100,St Brandon,Outer Islands,Mauritius,59.5,-16.610761642456055,94759,25659
1940,100,St Brandon,Outer Islands,Mauritius,59.52000045776367,-16.610761642456055,458566,25660
1941,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.610761642456055,163708,25661
1942,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.610761642456055,1563028,25662
1943,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.610761642456055,3196465,25663
1944,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.610761642456055,1504841,25664
1945,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.610761642456055,293216,25665
1946,100,St Brandon,Outer Islands,Mauritius,59.5,-16.591596603393555,306257,25666
1947,100,St Brandon,Outer Islands,Mauritius,59.52000045776367,-16.591596603393555,753606,25667
1948,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.591596603393555,1979459,25668
1949,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.591596603393555,4089064,25669
1950,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.591596603393555,3907571,25670
1951,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.591596603393555,1136930,25671
1952,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.591596603393555,637687,25672
1953,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.572429656982422,4742,25673
1954,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.572429656982422,34018,25674
1955,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.572429656982422,1507121,25675
1956,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.572429656982422,4139407,25676
1957,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.572429656982422,2864214,25677
1958,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.572429656982422,2366340,25678
1959,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.572429656982422,860586,25679
1960,100,St Brandon,Outer Islands,Mauritius,59.5,-16.553260803222656,720226,25680
1961,100,St Brandon,Outer Islands,Mauritius,59.52000045776367,-16.553260803222656,367090,25681
1962,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.553260803222656,176385,25682
1963,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.553260803222656,382776,25683
1964,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.553260803222656,320850,25684
1965,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.553260803222656,3484756,25685
1966,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.553260803222656,3453747,25686
1967,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.553260803222656,4608735,25687
1968,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.553260803222656,826841,25688
1969,100,St Brandon,Outer Islands,Mauritius,59.5,-16.534088134765625,250806,25689
1970,100,St Brandon,Outer Islands,Mauritius,59.52000045776367,-16.534088134765625,22344,25690
1971,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.534088134765625,84818,25691
1972,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.534088134765625,1770240,25692
1973,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.534088134765625,2751670,25693
1974,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.534088134765625,2447601,25694
1975,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.534088134765625,3637976,25695
1976,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.534088134765625,932363,25696
1977,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.514915466308594,598562,25697
1978,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.514915466308594,2356490,25698
1979,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.514915466308594,2132223,25699
1980,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.514915466308594,2262095,25700
1981,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.514915466308594,2411667,25701
1982,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.514915466308594,1068710,25702
1983,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.49574089050293,265125,25703
1984,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.49574089050293,2381662,25704
1985,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.49574089050293,175200,25705
1986,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.49574089050293,2603101,25706
1987,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.49574089050293,2019223,25707
1988,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.49574089050293,3266691,25708
1989,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.49574089050293,592542,25709
1990,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.476564407348633,938200,25710
1991,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.476564407348633,452364,25711
1992,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.476564407348633,2668129,25712
1993,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.476564407348633,155226,25713
1994,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.476564407348633,1913884,25714
1995,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.476564407348633,3483844,25715
1996,100,St Brandon,Outer Islands,Mauritius,59.70000076293945,-16.476564407348633,1193475,25716
1997,100,St Brandon,Outer Islands,Mauritius,59.720001220703125,-16.476564407348633,56636,25717
1998,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.457386016845703,387428,25718
1999,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.457386016845703,990367,25719
2000,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.457386016845703,3420732,25720
2001,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.457386016845703,1178427,25721
2002,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.457386016845703,3076716,25722
2003,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.457386016845703,607773,25723
2004,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.43820571899414,1725916,25724
2005,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.43820571899414,3189807,25725
2006,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.43820571899414,1462249,25726
2007,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.43820571899414,448169,25727
2008,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.419021606445312,766557,25728
2009,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.419021606445312,859401,25729
2010,100,St Brandon,Outer Islands,Mauritius,59.619998931884766,-16.399837493896484,181310,25730
2011,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.399837493896484,1716248,25731
2012,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.380651473999023,1280847,25732
2013,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.380651473999023,224449,25733
2014,100,St Brandon,Outer Islands,Mauritius,59.63999938964844,-16.36146354675293,148751,25734
2015,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.36146354675293,1556370,25735
2016,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.342273712158203,950238,25736
2017,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.323081970214844,159239,25737
2018,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.246294021606445,988635,25738
2019,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.246294021606445,843258,25739
2020,100,St Brandon,Outer Islands,Mauritius,59.58000183105469,-16.227092742919922,141363,25740
2021,100,St Brandon,Outer Islands,Mauritius,59.599998474121094,-16.227092742919922,263757,25741
2022,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.207889556884766,28546,25742
2023,100,St Brandon,Outer Islands,Mauritius,59.68000030517578,-16.207889556884766,1185,25743
2024,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.188684463500977,7661,25744
2025,100,St Brandon,Outer Islands,Mauritius,59.65999984741211,-16.169477462768555,92844,25745
2026,101,Vingt Cinq,Outer Islands,Mauritius,56.70000076293945,-10.509289741516113,40949,25856
2027,101,Vingt Cinq,Outer Islands,Mauritius,56.65999984741211,-10.489624977111816,699,25857
2028,101,Vingt Cinq,Outer Islands,Mauritius,56.68000030517578,-10.489624977111816,116981,25858
2029,101,Vingt Cinq,Outer Islands,Mauritius,56.70000076293945,-10.489624977111816,739164,25859
2030,101,Vingt Cinq,Outer Islands,Mauritius,56.720001220703125,-10.489624977111816,112816,25860
2031,101,Vingt Cinq,Outer Islands,Mauritius,56.65999984741211,-10.469959259033203,2173,25861
2032,101,Vingt Cinq,Outer Islands,Mauritius,56.720001220703125,-10.469959259033203,121754,25862
2033,101,Vingt Cinq,Outer Islands,Mauritius,56.65999984741211,-10.450291633605957,4179,25863
2034,101,Vingt Cinq,Outer Islands,Mauritius,56.70000076293945,-10.450291633605957,181202,25864
2035,101,Vingt Cinq,Outer Islands,Mauritius,56.720001220703125,-10.450291633605957,112087,25865
2036,101,Vingt Cinq,Outer Islands,Mauritius,56.619998931884766,-10.430624008178711,4494,25866
2037,101,Vingt Cinq,Outer Islands,Mauritius,56.63999938964844,-10.430624008178711,175590,25867
2038,101,Vingt Cinq,Outer Islands,Mauritius,56.65999984741211,-10.430624008178711,14085,25868
2039,101,Vingt Cinq,Outer Islands,Mauritius,56.68000030517578,-10.430624008178711,1474,25869
2040,101,Vingt Cinq,Outer Islands,Mauritius,56.70000076293945,-10.430624008178711,1474,25870
2041,101,Vingt Cinq,Outer Islands,Mauritius,56.599998474121094,-10.410954475402832,16750,25871
2042,101,Vingt Cinq,Outer Islands,Mauritius,56.619998931884766,-10.410954475402832,42312,25872
2043,101,Vingt Cinq,Outer Islands,Mauritius,56.65999984741211,-10.410954475402832,1211,25873
2044,101,Vingt Cinq,Outer Islands,Mauritius,56.58000183105469,-10.391283988952637,5578,25874
2045,101,Vingt Cinq,Outer Islands,Mauritius,56.599998474121094,-10.391283988952637,265747,25875
2046,101,Vingt Cinq,Outer Islands,Mauritius,56.63999938964844,-10.391283988952637,17961,25876
2047,101,Vingt Cinq,Outer Islands,Mauritius,56.65999984741211,-10.391283988952637,1211,25877
2048,101,Vingt Cinq,Outer Islands,Mauritius,56.58000183105469,-10.371611595153809,60012,25878
2049,101,Vingt Cinq,Outer Islands,Mauritius,56.619998931884766,-10.371611595153809,492463,25879
2050,101,Vingt Cinq,Outer Islands,Mauritius,56.63999938964844,-10.371611595153809,16750,25880
2051,101,Vingt Cinq,Outer Islands,Mauritius,56.58000183105469,-10.351938247680664,658483,25881
2052,101,Vingt Cinq,Outer Islands,Mauritius,56.619998931884766,-10.351938247680664,47517,25882
2053,101,Vingt Cinq,Outer Islands,Mauritius,56.58000183105469,-10.332263946533203,424078,25883
2054,101,Vingt Cinq,Outer Islands,Mauritius,56.599998474121094,-10.332263946533203,628371,25884
2055,101,Vingt Cinq,Outer Islands,Mauritius,56.619998931884766,-10.332263946533203,41575,25885
2056,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.220001220703125,-9.504851341247559,170895,2304
2057,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.2400016784668,-9.504851341247559,272433,2305
2058,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.2599983215332,-9.504851341247559,867924,2306
2059,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.279998779296875,-9.504851341247559,930005,2307
2060,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.29999923706055,-9.504851341247559,377561,2308
2061,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.31999969482422,-9.504851341247559,181447,2309
2062,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.220001220703125,-9.485125541687012,984524,2310
2063,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.31999969482422,-9.485125541687012,1406033,2311
2064,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.34000015258789,-9.485125541687012,271430,2312
2065,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.20000076293945,-9.465399742126465,207280,2313
2066,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.220001220703125,-9.465399742126465,4463785,2314
2067,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.34000015258789,-9.465399742126465,1456286,2315
2068,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.20000076293945,-9.445672035217285,717065,2316
2069,9,Aldabra Atoll SW,Aldabra Group,Seychelles,46.20000076293945,-9.425942420959473,1903579,2317
2070,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.20000076293945,-9.40621280670166,1946011,3328
2071,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.20000076293945,-9.386482238769531,1375419,3329
2072,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.20000076293945,-9.36674976348877,224474,3330
2073,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.220001220703125,-9.36674976348877,2699584,3331
2074,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.2400016784668,-9.36674976348877,10686413,3332
2075,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.2400016784668,-9.347016334533691,461803,3333
2076,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.2599983215332,-9.347016334533691,675745,3334
2077,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.279998779296875,-9.347016334533691,885875,3335
2078,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.29999923706055,-9.347016334533691,1036542,3336
2079,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.31999969482422,-9.347016334533691,1132548,3337
2080,13,Aldabra Atoll NW,Aldabra Group,Seychelles,46.34000015258789,-9.347016334533691,818325,3338
2081,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.52000045776367,-9.40621280670166,1321742,3072
2082,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.540000915527344,-9.40621280670166,331338,3073
2083,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.52000045776367,-9.386482238769531,1051782,3074
2084,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.41999816894531,-9.36674976348877,401236,3075
2085,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.439998626708984,-9.36674976348877,332067,3076
2086,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.459999084472656,-9.36674976348877,358819,3077
2087,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.47999954223633,-9.36674976348877,381140,3078
2088,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.5,-9.36674976348877,350556,3079
2089,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.52000045776367,-9.36674976348877,206883,3080
2090,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.36000061035156,-9.347016334533691,627396,3081
2091,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.380001068115234,-9.347016334533691,366336,3082
2092,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.400001525878906,-9.347016334533691,183050,3083
2093,12,Aldabra Atoll NE,Aldabra Group,Seychelles,46.41999816894531,-9.347016334533691,70111,3084
2094,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.36000061035156,-9.465399742126465,887566,2560
2095,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.380001068115234,-9.465399742126465,1586769,2561
2096,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.400001525878906,-9.465399742126465,763332,2562
2097,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.41999816894531,-9.465399742126465,631028,2563
2098,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.439998626708984,-9.465399742126465,527446,2564
2099,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.459999084472656,-9.465399742126465,235385,2565
2100,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.47999954223633,-9.465399742126465,143393,2566
2101,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.47999954223633,-9.445672035217285,803790,2567
2102,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.5,-9.445672035217285,552595,2568
2103,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.52000045776367,-9.445672035217285,775859,2569
2104,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.52000045776367,-9.425942420959473,1578532,2570
2105,10,Aldabra Atoll SE,Aldabra Group,Seychelles,46.540000915527344,-9.425942420959473,241048,2571
2106,6,Assomption Island,Aldabra Group,Seychelles,46.47999954223633,-9.761178016662598,252070,1536
2107,6,Assomption Island,Aldabra Group,Seychelles,46.5,-9.761178016662598,1724899,1537
2108,6,Assomption Island,Aldabra Group,Seychelles,46.52000045776367,-9.761178016662598,1292417,1538
2109,6,Assomption Island,Aldabra Group,Seychelles,46.540000915527344,-9.761178016662598,9941,1539
2110,6,Assomption Island,Aldabra Group,Seychelles,46.47999954223633,-9.741467475891113,362972,1540
2111,6,Assomption Island,Aldabra Group,Seychelles,46.52000045776367,-9.741467475891113,1674752,1541
2112,6,Assomption Island,Aldabra Group,Seychelles,46.540000915527344,-9.741467475891113,714129,1542
2113,6,Assomption Island,Aldabra Group,Seychelles,46.47999954223633,-9.721755981445312,79789,1543
2114,6,Assomption Island,Aldabra Group,Seychelles,46.5,-9.721755981445312,983867,1544
2115,6,Assomption Island,Aldabra Group,Seychelles,46.540000915527344,-9.721755981445312,1272718,1545
2116,6,Assomption Island,Aldabra Group,Seychelles,46.5,-9.702042579650879,609038,1546
2117,6,Assomption Island,Aldabra Group,Seychelles,46.540000915527344,-9.702042579650879,1283754,1547
2118,6,Assomption Island,Aldabra Group,Seychelles,46.5,-9.682329177856445,326661,1548
2119,6,Assomption Island,Aldabra Group,Seychelles,46.52000045776367,-9.682329177856445,328302,1549
2120,6,Assomption Island,Aldabra Group,Seychelles,46.540000915527344,-9.682329177856445,326661,1550
2121,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.78088665008545,745135,1792
2122,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.58000183105469,-9.78088665008545,1253771,1793
2123,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.78088665008545,1407630,1794
2124,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.619998931884766,-9.78088665008545,147383,1795
2125,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.63999938964844,-9.78088665008545,28090,1796
2126,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.65999984741211,-9.78088665008545,50070,1797
2127,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.540000915527344,-9.761178016662598,698337,1798
2128,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.761178016662598,2012576,1799
2129,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.761178016662598,1767788,1800
2130,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.619998931884766,-9.761178016662598,3199382,1801
2131,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.63999938964844,-9.761178016662598,1528096,1802
2132,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.65999984741211,-9.761178016662598,2060993,1803
2133,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.5,-9.741467475891113,398007,1804
2134,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.52000045776367,-9.741467475891113,1109022,1805
2135,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.540000915527344,-9.741467475891113,898527,1806
2136,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.741467475891113,4617410,1807
2137,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.58000183105469,-9.741467475891113,2510906,1808
2138,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.741467475891113,2611411,1809
2139,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.619998931884766,-9.741467475891113,4641593,1810
2140,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.65999984741211,-9.741467475891113,2257742,1811
2141,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.68000030517578,-9.741467475891113,95306,1812
2142,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.47999954223633,-9.721755981445312,61801,1813
2143,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.5,-9.721755981445312,845412,1814
2144,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.52000045776367,-9.721755981445312,893750,1815
2145,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.540000915527344,-9.721755981445312,2703698,1816
2146,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.721755981445312,3426021,1817
2147,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.58000183105469,-9.721755981445312,1503199,1818
2148,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.721755981445312,33015,1819
2149,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.619998931884766,-9.721755981445312,1396516,1820
2150,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.65999984741211,-9.721755981445312,2094033,1821
2151,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.68000030517578,-9.721755981445312,128960,1822
2152,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.47999954223633,-9.702042579650879,61801,1823
2153,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.52000045776367,-9.702042579650879,1016235,1824
2154,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.540000915527344,-9.702042579650879,971306,1825
2155,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.702042579650879,1861351,1826
2156,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.58000183105469,-9.702042579650879,548765,1827
2157,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.702042579650879,2636117,1828
2158,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.619998931884766,-9.702042579650879,1400530,1829
2159,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.63999938964844,-9.702042579650879,1564148,1830
2160,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.65999984741211,-9.702042579650879,1115431,1831
2161,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.47999954223633,-9.682329177856445,61801,1832
2162,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.5,-9.682329177856445,61801,1833
2163,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.52000045776367,-9.682329177856445,61801,1834
2164,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.540000915527344,-9.682329177856445,32468,1835
2165,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.682329177856445,861498,1836
2166,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.58000183105469,-9.682329177856445,2547741,1837
2167,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.682329177856445,1922092,1838
2168,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.619998931884766,-9.682329177856445,1107654,1839
2169,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.63999938964844,-9.682329177856445,449263,1840
2170,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.662613868713379,612492,1841
2171,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.58000183105469,-9.662613868713379,1250363,1842
2172,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.662613868713379,728411,1843
2173,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.619998931884766,-9.662613868713379,160151,1844
2174,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.642897605895996,433,1845
2175,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.642897605895996,433,1846
2176,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.560001373291016,-9.623180389404297,433,1847
2177,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.58000183105469,-9.623180389404297,433,1848
2178,7,Cosmoledo Atoll,Aldabra Group,Seychelles,47.599998474121094,-9.623180389404297,433,1849
2179,2,Astove Island,Aldabra Group,Seychelles,47.720001220703125,-10.115763664245605,55815,512
2180,2,Astove Island,Aldabra Group,Seychelles,47.7400016784668,-10.115763664245605,1094612,513
2181,2,Astove Island,Aldabra Group,Seychelles,47.7599983215332,-10.115763664245605,1099993,514
